fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;color;quality
6.8;0.24;0.34;2.7;E;64.5;218.5;0.9934;3.3;medium;9.7;white;6
6.9;0.4;0.56;11.2;B;40.0;142.0;0.9975;3.14;medium;8.7;white;5
6.1;0.18;0.36;2.0;C;20.0;249.5;0.9923;3.37;high;11.3;white;6
6.8;0.21;0.27;2.1;E;26.0;139.0;0.99;?;high;12.6;white;7
5.8;0.2;0.27;1.4;A;12.0;77.0;0.9905;3.25;low;10.9;white;7
5.6;0.19;0.26;1.4;A;12.0;76.0;0.9905;3.25;low;10.9;white;7
6.1;0.41;0.14;10.4;B;18.0;119.0;0.996;3.38;medium;10.0;?;5
5.9;0.21;0.28;4.6;C;40.0;199.0;0.9964;3.72;high;10.0;white;4
8.5;0.26;0.21;16.2;D;41.0;197.0;0.998;3.02;medium;9.8;white;3
6.9;0.4;0.56;11.2;B;40.0;142.0;0.9975;3.14;medium;8.7;white;5
5.8;0.24;0.44;3.5;B;5.0;109.0;0.9913;3.53;medium;11.7;white;3
5.8;0.24;0.39;1.5;D;37.0;158.0;0.9932;3.21;medium;9.3;white;6
6.7;0.26;0.39;1.1;E;45.0;147.0;0.9935;3.32;medium;9.6;white;8
6.3;0.35;0.3;5.7;A;8.0;97.0;0.9927;3.27;low;11.0;white;7
6.3;0.35;0.3;5.7;A;8.0;97.0;0.9927;3.27;low;11.0;white;7
6.4;0.23;0.39;1.8;D;23.0;118.0;0.9912;3.32;medium;11.8;white;6
5.8;0.36;0.38;0.9;A;3.0;75.0;0.9904;3.28;low;11.4;white;4
6.9;0.115;0.35;5.4;B;36.0;108.0;0.9939;3.32;low;10.2;white;6
6.9;0.29;0.4;19.45;B;36.0;156.0;0.9996;2.93;medium;8.9;white;5
6.9;0.28;0.4;8.2;A;15.0;95.0;0.9944;3.17;low;10.2;white;5
7.2;0.29;0.4;13.6;E;66.0;231.0;0.9977;3.08;medium;9.6;white;6
6.2;0.24;0.35;1.2;B;22.0;167.0;0.9912;3.1;medium;10.6;white;6
6.9;0.29;0.4;19.45;B;36.0;156.0;0.9996;2.93;medium;8.9;white;5
6.9;0.32;0.26;8.3;D;32.0;180.0;0.9965;3.25;medium;9.2;white;6
5.3;0.58;0.07;6.9;E;34.0;149.0;0.9944;3.34;medium;9.7;white;5
5.3;0.585;0.07;7.1;E;34.0;145.0;0.9945;3.34;medium;9.7;white;6
5.4;0.59;0.07;7.0;E;36.0;147.0;0.9944;3.34;medium;9.7;white;6
6.9;0.32;0.26;8.3;D;32.0;180.0;0.9965;3.25;medium;9.2;white;6
5.2;0.6;0.07;7.0;E;33.0;147.0;0.9944;?;medium;9.7;white;5
5.8;0.25;0.26;13.1;A;44.0;148.0;0.9972;3.29;low;9.3;white;5
6.6;0.58;0.3;5.1;A;30.0;123.0;0.9949;3.24;low;9.0;white;5
7.0;0.29;0.54;10.7;E;59.0;234.0;0.9966;3.05;high;9.5;white;5
6.6;0.19;0.41;8.9;E;51.0;169.0;0.9954;3.14;medium;9.8;white;6
6.7;0.2;0.41;9.1;E;50.0;166.0;0.9954;3.14;medium;9.8;white;6
7.7;0.26;0.4;1.1;D;9.0;60.0;0.9915;2.89;medium;10.6;white;5
6.8;0.32;0.34;1.2;B;14.0;67.0;0.9919;3.05;medium;10.6;white;4
7.0;0.3;0.49;4.7;C;17.0;105.0;0.9916;?;high;12.4;white;7
7.0;0.24;0.36;2.8;A;22.0;112.0;0.99;3.19;low;12.6;white;8
6.1;0.31;0.58;5.0;E;36.0;114.0;0.9909;?;medium;12.3;white;8
6.8;0.44;0.37;5.1;C;46.0;201.0;0.9938;?;high;10.5;white;4
6.7;0.34;0.3;15.6;D;51.0;196.0;0.9982;3.19;medium;9.3;white;5
7.1;0.35;0.24;15.4;D;46.0;198.0;0.9988;3.12;medium;8.8;white;5
7.3;0.32;0.25;7.2;B;47.0;180.0;0.9961;3.08;medium;8.8;white;5
6.5;0.28;0.33;15.7;D;51.0;190.0;0.9978;3.22;medium;9.7;?;6
7.2;0.23;0.39;14.2;B;49.0;192.0;0.9979;2.98;medium;9.0;white;7
7.2;0.23;0.39;14.2;B;49.0;192.0;0.9979;2.98;medium;9.0;white;7
7.2;0.23;0.39;14.2;B;49.0;192.0;0.9979;2.98;medium;9.0;white;7
7.2;0.23;0.39;14.2;B;49.0;192.0;0.9979;2.98;medium;9.0;white;7
5.9;0.15;0.31;5.8;B;53.0;155.0;0.9945;?;medium;10.5;white;6
7.4;0.28;0.42;19.8;B;53.0;195.0;1.0;2.96;medium;9.1;white;5
6.2;0.28;0.22;7.3;C;26.0;157.0;0.9957;3.44;high;9.8;white;7
9.1;0.59;0.38;1.6;A;34.0;182.0;0.9968;3.23;low;8.5;white;3
6.3;0.33;0.27;1.2;D;34.0;175.0;0.9934;3.37;medium;9.4;white;6
8.3;0.39;0.7;10.6;E;33.0;169.0;0.9976;3.09;medium;9.4;?;5
7.2;0.19;0.46;3.8;E;82.0;187.0;0.9932;3.19;medium;11.2;white;7
7.5;0.17;0.44;11.3;B;65.0;146.0;0.997;?;medium;10.0;white;6
6.7;0.17;0.5;2.1;B;27.0;122.0;0.9923;3.15;medium;10.3;white;6
6.1;0.41;0.0;1.6;C;36.0;87.0;0.9914;3.27;high;10.8;white;6
8.3;0.2;0.35;0.9;A;12.0;74.0;0.992;3.13;low;10.5;white;6
6.1;0.41;0.0;1.6;C;36.0;87.0;0.9914;?;high;10.8;white;6
6.0;0.29;0.21;1.3;B;42.0;168.0;0.9914;3.32;medium;11.1;white;6
7.3;0.41;0.24;6.8;A;41.0;163.0;0.9949;3.2;low;9.9;white;6
7.3;0.41;0.24;6.8;A;41.0;163.0;0.9949;3.2;low;9.9;white;6
7.2;0.43;0.24;6.7;A;40.0;163.0;0.995;3.2;low;9.9;white;5
7.3;0.4;0.24;6.7;A;41.0;166.0;0.995;3.2;low;9.9;white;6
6.2;0.33;0.27;4.9;B;30.0;134.0;0.9927;3.2;low;10.4;white;7
6.2;0.31;0.26;4.8;A;36.0;148.0;0.9928;3.21;low;10.4;white;6
6.1;0.36;0.27;2.1;C;16.0;100.0;0.9917;3.4;high;11.5;white;7
5.0;0.55;0.14;8.3;D;35.0;164.0;0.9918;3.53;medium;12.5;white;8
7.8;0.25;0.41;3.7;B;37.0;149.0;0.9954;3.36;medium;10.0;white;6
5.7;0.36;0.21;6.7;E;51.0;166.0;0.9941;3.29;high;10.0;?;6
5.8;0.34;0.21;6.6;E;50.0;167.0;0.9941;3.29;high;10.0;white;5
6.8;0.28;0.6;1.1;B;42.0;127.0;0.9934;3.09;medium;9.1;white;6
6.8;0.25;0.34;4.7;A;34.0;134.0;0.9927;3.21;low;10.6;white;6
6.6;0.24;0.35;7.7;A;36.0;135.0;0.9938;?;low;10.5;white;5
5.9;0.3;0.47;7.85;B;19.0;133.0;0.9933;3.52;medium;11.5;white;7
6.1;0.125;0.25;3.3;E;10.0;69.0;0.9934;3.54;medium;10.1;white;6
6.0;0.1;0.24;1.1;E;15.0;65.0;0.9927;?;high;10.3;white;7
6.6;0.24;0.35;7.7;A;36.0;135.0;0.9938;3.19;low;10.5;white;5
6.8;0.25;0.34;4.7;A;34.0;134.0;0.9927;3.21;low;10.6;?;6
6.8;0.28;0.44;9.3;A;35.0;137.0;0.9946;?;low;10.4;white;6
8.3;0.41;0.51;2.0;E;11.0;207.0;0.993;3.02;medium;11.4;?;5
7.5;0.27;0.31;5.8;E;131.0;313.0;0.9946;3.18;medium;10.5;white;5
7.9;0.26;0.41;15.15;E;38.0;216.0;0.9976;2.96;medium;10.0;white;6
6.4;0.34;0.23;6.3;C;37.0;143.0;0.9944;3.19;high;10.0;?;6
6.5;0.28;0.35;15.4;D;55.0;195.0;0.9978;3.23;medium;9.6;white;6
7.2;0.21;0.41;1.3;D;33.0;85.0;0.992;?;medium;10.4;white;5
6.4;0.32;0.35;4.8;E;34.0;101.0;0.9912;?;medium;12.5;?;8
6.8;0.24;0.34;4.6;A;37.0;135.0;0.9927;3.2;low;10.6;white;5
6.3;0.23;0.3;1.8;A;16.0;91.0;0.9906;3.28;low;11.8;white;6
6.5;0.28;0.34;9.9;B;30.0;133.0;0.9954;3.11;medium;9.8;white;5
5.6;0.26;0.26;5.7;A;12.0;80.0;0.9923;3.25;low;10.8;?;5
6.3;0.23;0.3;1.8;A;16.0;91.0;0.9906;3.28;low;11.8;white;6
6.3;0.23;0.33;1.5;B;15.0;105.0;0.991;3.32;low;11.2;white;6
5.8;0.27;0.27;12.3;B;55.0;170.0;0.9972;3.28;low;9.3;white;6
5.9;0.26;0.4;1.3;D;12.0;139.0;0.9945;3.45;medium;10.4;?;5
6.6;0.18;0.35;1.5;C;49.0;141.0;0.9934;3.43;high;10.2;?;7
7.4;0.2;0.43;7.8;E;27.0;153.0;0.9964;3.19;medium;9.0;?;7
8.0;0.24;0.36;1.5;D;17.0;129.0;0.9948;3.2;medium;10.0;?;6
6.4;0.26;0.42;9.7;B;30.0;140.0;0.9962;3.18;medium;9.1;white;6
5.4;0.31;0.47;3.0;C;46.0;144.0;0.9931;3.29;high;10.0;white;5
5.4;0.29;0.47;3.0;C;47.0;145.0;0.993;3.29;high;10.0;white;6
7.1;0.145;0.33;4.6;A;33.0;131.0;0.9942;?;low;9.6;white;6
5.6;0.34;0.1;1.3;D;20.0;68.0;0.9906;?;medium;11.2;white;7
6.7;0.19;0.41;15.6;B;75.0;155.0;0.9995;3.2;medium;8.8;white;6
7.8;0.18;0.46;13.6;D;38.0;118.0;0.998;3.15;medium;10.0;white;6
7.6;0.17;0.45;11.2;B;56.0;137.0;0.997;3.15;medium;10.0;white;5
6.3;0.12;0.36;2.1;C;47.0;146.0;0.9914;?;high;11.4;white;7
7.3;0.33;0.4;6.85;A;32.0;138.0;0.992;3.03;low;11.9;white;7
5.5;0.335;0.3;2.5;D;27.0;128.0;0.9924;3.14;medium;9.6;white;6
7.3;0.33;0.4;6.85;A;32.0;138.0;0.992;3.03;low;11.9;white;7
5.8;0.4;0.42;4.4;E;38.5;245.0;0.9937;3.25;medium;9.6;white;6
7.3;0.22;0.37;14.3;A;48.0;191.0;0.9978;2.89;low;9.0;white;6
7.3;0.22;0.37;14.3;A;48.0;191.0;0.9978;2.89;low;9.0;white;6
6.1;0.36;0.33;1.1;C;24.0;169.0;0.9927;3.15;high;9.5;white;6
10.0;0.2;0.39;1.4;B;19.0;152.0;0.9940000000000001;3.0;low;10.4;?;6
6.9;0.24;0.34;4.7;E;43.0;161.0;0.9935;?;medium;10.6;white;6
6.4;0.24;0.32;14.9;D;54.0;162.0;0.9968;3.28;medium;10.2;white;6
7.1;0.365;0.14;1.2;B;24.0;84.0;0.9941;3.15;medium;8.9;white;5
6.8;0.15;0.3;5.3;A;40.0;127.0;0.9942;3.4;low;9.7;white;6
7.3;0.22;0.37;14.3;A;48.0;191.0;0.9978;2.89;low;9.0;?;6
6.8;0.16;0.4;2.3;B;18.0;102.0;0.9923;3.49;low;11.4;white;7
6.0;0.26;0.32;3.5;C;29.0;113.0;0.9912;3.4;high;12.3;white;7
6.0;0.18;0.27;1.5;E;40.0;143.0;0.9923;3.49;high;10.8;white;6
6.9;0.33;0.21;1.0;B;39.0;148.0;0.9927;3.12;medium;9.4;white;6
7.7;0.29;0.48;2.3;C;36.0;178.0;0.9931;3.17;high;10.6;white;6
7.1;0.39;0.35;12.5;A;26.0;72.0;0.9941;3.17;low;11.6;?;5
6.9;0.33;0.21;1.0;B;39.0;148.0;0.9927;3.12;medium;9.4;white;6
7.7;0.29;0.48;2.3;C;36.0;178.0;0.9931;?;high;10.6;?;6
6.6;0.905;0.19;0.8;E;17.0;204.0;0.9934;3.34;medium;10.0;white;5
7.2;0.27;0.27;2.4;D;30.0;149.0;0.9936;3.1;medium;9.2;white;6
5.1;0.33;0.22;1.6;A;18.0;89.0;0.9893;3.51;low;12.5;white;7
5.1;0.33;0.22;1.6;A;18.0;89.0;0.9893;3.51;low;12.5;white;7
6.4;0.31;0.28;1.5;D;12.0;119.0;0.9919;?;medium;10.4;white;7
7.3;0.2;0.44;1.4;B;21.0;98.0;0.9924;3.15;medium;10.0;white;7
5.7;0.32;0.5;2.6;C;17.0;155.0;0.9927;3.22;high;10.0;white;6
6.4;0.31;0.28;1.5;D;12.0;119.0;0.9919;3.32;medium;10.4;white;7
7.3;0.2;0.44;1.4;B;21.0;98.0;0.9924;3.15;medium;10.0;white;7
7.2;0.28;0.26;12.5;D;48.0;179.0;0.9975;3.1;medium;9.0;white;6
7.5;0.35;0.28;9.6;D;26.0;157.0;0.9969;3.12;medium;9.2;white;6
7.2;0.27;0.27;2.4;D;30.0;149.0;0.9936;3.1;medium;9.2;white;6
6.0;0.36;0.39;3.2;A;20.0;125.0;0.991;3.38;low;11.3;white;7
5.1;0.33;0.22;1.6;A;18.0;89.0;0.9893;3.51;low;12.5;white;7
5.0;0.17;0.56;1.5;A;24.0;115.0;0.9906;3.48;low;10.8;white;7
6.3;0.39;0.35;5.9;C;82.5;260.0;0.9941;3.12;high;10.1;white;5
6.7;0.21;0.32;5.4;B;29.0;140.0;0.995;3.39;medium;9.7;white;6
7.0;0.3;0.38;14.9;E;60.0;181.0;0.9983;3.18;high;9.3;white;7
7.0;0.3;0.38;14.9;E;60.0;181.0;0.9983;3.18;high;9.3;white;7
6.5;0.36;0.32;1.1;B;13.0;66.0;0.9916;3.1;medium;10.6;white;5
6.1;0.55;0.15;9.8;B;19.0;125.0;0.9957;3.36;medium;10.2;white;6
7.3;0.24;0.43;2.0;E;20.0;69.0;0.99;?;medium;12.2;?;6
6.8;0.37;0.51;11.8;B;62.0;163.0;0.9976;3.19;medium;8.8;white;5
6.8;0.27;0.12;1.3;A;87.0;168.0;0.992;3.18;low;10.0;white;5
8.2;0.28;0.42;1.8;A;30.0;93.0;0.9917;3.09;low;11.4;white;5
6.3;0.2;0.4;1.5;D;35.0;107.0;0.9917;3.46;medium;11.4;white;6
5.9;0.26;0.27;18.2;B;52.0;168.0;0.9993;3.35;medium;9.4;white;5
6.4;0.19;0.42;2.9;A;32.0;83.0;0.9908;3.3;low;11.7;white;6
6.3;0.2;0.4;1.5;D;35.0;107.0;0.9917;3.46;medium;11.4;white;6
6.8;0.37;0.51;11.8;B;62.0;163.0;0.9976;3.19;medium;8.8;white;5
6.1;0.35;0.07;1.4;D;22.0;108.0;0.9934;3.23;medium;9.2;?;5
7.1;0.27;0.31;18.2;E;55.0;252.0;1.0;3.07;medium;8.7;white;5
6.8;0.22;0.31;6.3;C;33.0;170.0;0.9918;3.24;high;12.6;white;6
6.8;0.27;0.12;1.3;A;87.0;168.0;0.992;3.18;low;10.0;white;5
5.8;0.28;0.34;4.0;A;40.0;99.0;0.9896;3.39;low;12.8;white;7
6.9;0.49;0.24;1.2;D;13.0;125.0;0.9932;?;medium;9.4;white;5
6.3;0.14;0.39;1.2;D;26.0;116.0;0.992;3.26;medium;10.3;white;6
8.2;0.28;0.42;1.8;A;30.0;93.0;0.9917;3.09;low;11.4;?;5
7.2;0.25;0.39;18.95;B;42.0;155.0;0.9999;2.97;medium;9.0;white;6
7.3;0.28;0.36;12.7;C;38.0;140.0;0.998;?;high;9.6;white;6
7.2;0.19;0.39;1.2;D;32.0;85.0;0.9918;3.16;medium;10.5;?;5
7.2;0.19;0.39;1.2;D;32.0;85.0;0.9918;3.16;medium;10.5;white;5
7.2;0.25;0.39;18.95;B;42.0;155.0;0.9999;2.97;medium;9.0;white;6
7.3;0.28;0.36;12.7;C;38.0;140.0;0.998;3.3;high;9.6;white;6
7.4;0.21;0.27;1.2;A;27.0;99.0;0.9927;3.19;low;9.8;white;6
6.8;0.26;0.22;7.7;B;57.0;210.0;0.9959;3.1;medium;9.0;white;5
7.4;0.21;0.27;1.2;A;27.0;99.0;0.9927;3.19;low;9.8;white;6
7.4;0.31;0.28;1.6;E;33.0;137.0;0.9929;3.31;medium;10.5;?;6
7.0;0.22;0.31;2.7;A;41.0;136.0;0.9898;?;low;12.7;white;7
7.0;0.21;0.28;8.7;D;37.0;222.0;0.9954;3.25;medium;10.4;?;6
7.0;0.21;0.28;8.6;D;37.0;221.0;0.9954;3.25;medium;10.4;white;6
7.0;0.21;0.28;8.6;D;37.0;221.0;0.9954;3.25;medium;10.4;?;6
6.9;0.23;0.38;8.3;D;47.0;162.0;0.9954;3.34;medium;10.5;white;7
7.0;0.21;0.28;8.7;D;37.0;222.0;0.9954;3.25;medium;10.4;white;6
7.0;0.21;0.28;8.6;D;37.0;221.0;0.9954;3.25;medium;10.4;white;6
6.8;0.29;0.5;13.3;B;48.0;194.0;0.9974;3.09;medium;9.4;white;5
7.8;0.21;0.27;1.2;B;20.0;89.0;0.9936;3.06;medium;9.1;white;5
7.1;0.31;0.47;13.6;D;54.0;197.0;0.9978;3.1;medium;9.3;white;5
6.8;0.29;0.5;13.3;B;48.0;194.0;0.9974;3.09;medium;9.4;white;5
6.4;0.34;0.1;1.1;A;19.0;84.0;0.9927;?;low;9.8;white;5
7.4;0.155;0.34;2.3;E;73.5;214.0;0.9934;3.18;high;9.9;white;7
7.2;0.55;0.09;1.5;E;16.0;151.0;0.9938;3.07;medium;9.2;white;4
7.0;0.23;0.36;7.1;B;31.0;104.0;0.9922;3.35;medium;12.1;white;8
6.9;0.2;0.37;6.2;D;24.0;97.0;0.992;3.38;medium;12.2;?;7
6.1;0.28;0.32;2.5;E;23.0;218.5;0.9935;3.27;medium;9.8;white;5
6.6;0.16;0.32;1.4;C;49.0;186.0;0.9906;3.35;high;12.4;white;8
7.4;0.155;0.34;2.3;E;73.5;214.0;0.9934;?;high;9.9;white;7
6.2;0.35;0.04;1.2;D;23.0;108.0;0.9934;3.26;medium;9.2;white;5
6.7;0.22;0.37;1.6;E;24.0;102.0;0.9913;3.29;medium;11.6;white;7
6.1;0.38;0.2;6.6;C;25.0;137.0;0.9938;?;high;10.4;white;6
6.0;0.25;0.28;2.2;C;54.0;126.0;0.9898;3.43;high;12.9;white;8
6.6;0.52;0.44;12.2;D;54.0;245.0;0.9975;3.26;medium;9.3;white;6
6.9;0.24;0.36;20.8;A;40.0;139.0;0.9975;3.2;low;11.0;white;6
7.1;0.32;0.32;11.0;A;16.0;66.0;0.9937;3.24;low;11.5;white;3
5.8;0.28;0.27;2.6;B;30.0;156.0;0.9914;3.53;low;12.4;white;5
6.5;0.41;0.24;14.0;D;24.0;113.0;0.9982;3.44;medium;9.8;white;6
6.5;0.41;0.24;14.0;D;24.0;113.0;0.9982;?;medium;9.8;white;6
6.4;0.28;0.29;1.6;E;34.0;127.0;0.9929;3.48;medium;10.5;white;7
7.2;0.6;0.2;9.9;D;21.0;174.0;0.9971;3.03;medium;9.1;white;5
6.1;0.2;0.25;1.2;B;34.0;128.0;0.9921;3.24;medium;10.1;white;5
5.9;0.46;0.14;2.7;D;27.0;160.0;0.9931;3.46;medium;10.6;white;7
6.0;0.27;0.27;1.6;D;32.0;113.0;0.9924;3.41;medium;10.5;white;7
6.4;0.28;0.29;1.6;E;34.0;127.0;0.9929;3.48;medium;10.5;white;7
6.4;0.41;0.24;14.0;D;24.0;113.0;0.9982;3.44;medium;9.8;white;6
6.3;0.23;0.31;1.5;A;11.0;82.0;0.9892;?;low;12.9;white;7
7.1;0.21;0.27;8.6;D;26.0;111.0;0.9956;?;medium;9.5;white;5
6.0;0.37;0.32;1.0;C;31.0;218.5;0.9924;3.29;high;9.8;white;6
6.1;0.43;0.35;9.1;D;83.0;249.0;0.9971;3.37;medium;8.5;white;5
7.1;0.21;0.27;8.6;D;26.0;111.0;0.9956;?;medium;9.5;white;5
7.0;0.25;0.29;15.2;B;40.0;171.0;0.9982;3.22;medium;9.3;?;5
5.9;0.25;0.19;12.4;A;50.0;162.0;0.9973;3.35;low;9.5;white;5
6.8;0.32;0.21;2.2;A;15.0;68.0;0.9932;?;low;9.4;white;6
7.2;0.39;0.62;11.0;D;66.0;178.0;0.9976;3.16;medium;8.7;white;5
6.3;0.21;0.58;10.0;B;34.0;126.0;0.9962;2.95;medium;8.9;white;5
7.0;0.14;0.32;9.0;B;54.0;141.0;0.9956;3.22;medium;9.4;white;6
6.8;0.32;0.21;2.2;A;15.0;68.0;0.9932;3.17;low;9.4;white;6
7.2;0.39;0.62;11.0;D;66.0;178.0;0.9976;3.16;medium;8.7;white;5
7.2;0.29;0.53;18.15;D;59.0;182.0;0.9992;3.09;medium;9.6;white;5
8.6;0.37;0.7;12.15;C;21.0;158.0;0.9983;3.0;high;9.3;?;6
6.5;0.38;0.34;3.4;C;34.0;200.0;0.9937;3.14;high;10.0;white;5
6.6;0.24;0.29;2.0;B;19.0;86.0;0.99;3.25;medium;12.5;white;6
7.0;0.17;0.31;4.8;B;34.0;132.0;0.9944;3.36;medium;9.6;white;7
5.5;0.16;0.22;4.5;A;30.0;102.0;0.9938;3.24;low;9.4;white;6
7.0;0.24;0.51;11.0;E;55.0;227.0;0.9965;?;high;9.5;white;5
7.4;0.28;0.36;1.1;A;42.0;105.0;0.9893;2.99;low;12.4;white;7
7.0;0.22;0.28;1.5;E;29.0;115.0;0.9927;3.11;medium;10.5;white;6
7.1;0.55;0.13;1.7;E;21.0;165.0;0.9940000000000001;2.97;medium;9.2;?;6
6.3;0.22;0.33;1.7;E;67.0;164.0;0.9928;?;medium;10.4;white;6
6.7;0.47;0.34;8.9;E;31.0;172.0;0.9964;?;medium;9.2;white;5
5.9;0.36;0.41;1.3;D;45.0;104.0;0.9917;3.33;medium;10.6;?;6
5.8;0.25;0.24;13.3;B;41.0;137.0;0.9972;3.34;low;9.5;white;5
6.7;0.47;0.34;8.9;E;31.0;172.0;0.9964;3.22;medium;9.2;white;5
6.2;0.37;0.3;6.6;E;79.0;200.0;0.9954;?;medium;9.6;white;5
6.2;0.18;0.38;1.5;D;36.0;117.0;0.993;3.47;medium;9.7;white;6
6.0;0.16;0.37;1.5;D;43.0;117.0;0.9928;3.46;medium;9.7;white;6
6.6;0.34;0.28;1.3;B;32.0;90.0;0.9916;3.1;low;10.7;white;6
7.4;0.29;0.29;1.6;C;53.0;180.0;0.9936;3.34;high;10.5;white;6
7.4;0.26;0.31;7.6;B;52.0;177.0;0.9962;3.13;medium;8.9;white;6
7.0;0.28;0.36;1.0;B;8.0;70.0;0.9899;3.09;medium;12.1;white;6
7.1;0.23;0.39;1.6;A;12.0;65.0;0.9898;3.25;low;12.7;white;7
7.8;0.19;0.26;8.9;B;42.0;182.0;0.996;3.18;medium;9.9;white;6
6.3;0.19;0.28;1.8;C;28.0;158.0;0.9907;?;high;11.4;white;6
6.8;0.2;0.38;4.7;E;27.0;103.0;0.9940000000000001;3.37;medium;10.7;white;6
5.7;0.44;0.13;7.0;B;28.0;173.0;0.9913;3.33;medium;12.5;white;6
7.2;0.4;0.62;10.8;D;70.0;189.0;0.9976;3.08;medium;8.6;white;4
6.8;0.23;0.32;1.6;D;43.0;147.0;0.9904;?;medium;12.5;?;6
5.7;0.335;0.34;1.0;C;13.0;174.0;0.992;3.27;high;10.0;white;5
7.2;0.4;0.62;10.8;D;70.0;189.0;0.9976;?;medium;8.6;white;4
7.2;0.28;0.54;16.7;D;54.0;200.0;0.9990000000000001;3.08;medium;9.5;white;6
6.8;0.19;0.58;14.2;B;51.0;164.0;0.9975;3.12;medium;9.6;white;6
6.4;0.3;0.3;2.25;E;8.0;210.0;0.9937;3.2;high;9.9;white;6
6.5;0.3;0.29;2.25;E;8.0;210.0;0.9937;3.19;high;9.9;?;5
7.8;0.18;0.31;12.2;D;46.0;140.0;0.998;3.06;medium;8.9;white;6
7.8;0.18;0.31;12.2;D;46.0;140.0;0.998;3.06;medium;8.9;?;6
7.3;0.51;0.26;3.3;D;7.0;135.0;0.9944;3.01;medium;8.8;white;5
6.0;0.24;0.27;1.9;D;40.0;170.0;0.9938;3.64;medium;10.0;?;7
5.9;0.62;0.28;3.5;B;55.0;152.0;0.9907;3.44;medium;12.0;white;6
6.0;0.24;0.27;1.9;D;40.0;170.0;0.9938;3.64;medium;10.0;white;7
6.7;0.27;0.12;1.3;B;62.0;138.0;0.9921;3.21;low;10.0;white;6
7.8;0.34;0.35;1.8;A;8.0;167.0;0.9908;3.11;low;12.1;white;6
7.3;0.26;0.36;5.2;E;31.0;141.0;0.9931;3.16;medium;11.0;white;6
7.4;0.36;0.33;1.4;A;27.0;55.0;0.9915;3.21;low;11.2;white;6
7.8;0.28;0.32;9.0;A;34.0;115.0;0.9952;3.17;low;10.3;white;7
6.1;0.31;0.26;2.2;B;28.0;167.0;0.9926;3.37;medium;10.4;white;6
6.8;0.18;0.37;1.6;B;47.0;154.0;0.9934;3.08;medium;9.1;?;5
7.4;0.15;0.42;1.7;E;49.0;154.0;0.992;3.0;medium;10.4;white;6
5.9;0.13;0.28;1.9;C;20.0;78.0;0.9918;3.43;high;10.8;white;6
7.2;0.34;0.34;12.6;A;7.0;41.0;0.9942;3.19;low;11.7;?;5
7.9;0.19;0.26;2.1;C;8.0;143.0;0.9942;3.05;high;9.8;white;5
7.9;0.19;0.26;2.1;C;8.0;143.0;0.9942;3.05;high;9.8;white;5
6.9;0.25;0.4;1.3;A;22.0;101.0;0.9901;3.03;low;11.4;white;6
5.8;0.36;0.32;1.7;A;22.0;96.0;0.9898;3.03;low;11.2;white;6
5.6;0.35;0.37;1.0;A;6.0;72.0;0.9902;3.37;low;11.4;white;5
5.9;0.32;0.39;3.3;B;24.0;140.0;0.9934;3.09;medium;9.2;white;6
7.2;0.31;0.46;5.0;D;3.0;29.0;0.9906;3.04;medium;12.5;white;4
6.1;0.28;0.22;1.8;B;32.0;116.0;0.9898;3.36;medium;12.6;white;6
5.2;0.36;0.02;1.6;A;24.0;104.0;0.9896;3.44;low;12.2;?;6
5.6;0.19;0.47;4.5;B;19.0;112.0;0.9922;3.56;medium;11.2;white;6
6.4;0.1;0.35;4.9;C;31.0;103.0;0.9947;3.43;high;9.7;white;6
6.4;0.18;0.48;4.0;A;64.0;150.0;0.9945;3.06;low;9.3;?;5
7.4;0.25;0.36;13.2;B;53.0;178.0;0.9976;3.01;medium;9.0;white;6
7.4;0.25;0.36;13.2;B;53.0;178.0;0.9976;3.01;medium;9.0;white;6
7.4;0.25;0.36;13.2;B;53.0;178.0;0.9976;3.01;medium;9.0;white;6
7.9;0.345;0.51;15.3;D;54.0;171.0;0.9987;3.09;medium;9.1;white;5
7.9;0.345;0.51;15.3;D;54.0;171.0;0.9987;3.09;medium;9.1;white;5
7.4;0.25;0.36;13.2;B;53.0;178.0;0.9976;3.01;medium;9.0;white;6
6.1;0.24;0.3;1.5;D;22.0;61.0;0.992;3.31;medium;10.4;white;5
6.8;0.25;0.24;4.55;C;41.0;211.0;0.9955;3.37;high;9.5;white;6
6.7;0.31;0.31;9.9;E;10.0;175.0;0.9953;3.46;medium;11.4;white;4
7.2;0.46;0.65;10.4;B;76.0;192.0;0.9976;3.16;low;8.7;white;5
5.5;0.35;0.35;1.1;C;14.0;167.0;0.992;?;high;9.9;white;6
6.7;0.24;0.41;8.7;E;29.0;148.0;0.9952;3.22;high;9.9;white;6
6.8;0.28;0.17;13.9;D;49.0;162.0;0.9983;3.21;medium;9.0;white;6
6.4;0.16;0.22;1.4;E;41.0;149.0;0.9933;3.49;medium;10.0;white;6
6.3;0.26;0.24;7.2;C;38.0;172.0;0.9958;3.49;high;9.7;white;6
7.7;0.22;0.42;1.9;D;10.0;87.0;0.9922;3.3;medium;11.8;white;6
6.5;0.18;0.31;1.7;D;30.0;127.0;0.9928;?;medium;10.2;white;7
7.2;0.46;0.65;10.4;B;76.0;192.0;0.9976;3.16;low;8.7;white;5
